df2_No,df2_地区名,df2_施設名,df2_住所,df2_地震,df2_津波,df2_高潮,df2_洪水,df2_土砂,df2_z,共通ID,市町村,更新日
2440,高松,牟礼南小学校（画像：212KB）,NA,O,O,O,O,O,0,E3720100169111,高松,2022/9/16
2441,高松,牟礼北小学校（画像：222KB）,NA,O,O,O,O,O,0,E3720100175111,高松,2022/9/16
2442,高松,木太コミュニティセンター（画像：153KB）,NA,O,O,O,O,O,0,E3720100183111,高松,2022/9/16
2443,高松,木太小学校（画像：153KB）,NA,O,O,O,O,O,0,E3720100182111,高松,2022/9/16
2444,高松,木太中学校（画像：160KB）,NA,O,O,O,O,O,0,E3720100185111,高松,2022/9/16
2445,高松,木太南コミュニティセンター（画像：148KB）,NA,O,O,O,O,O,0,E3720100178111,高松,2022/9/16
2446,高松,木太南小学校（画像：147KB）,NA,O,O,O,O,O,0,E3720100179111,高松,2022/9/16
2447,高松,木太北部コミュニティセンター（画像：203KB）,NA,O,O,O,O,O,0,E3720100180111,高松,2022/9/16
2448,高松,木太北部小学校（画像：203KB）,NA,O,O,O,O,O,0,E3720100181111,高松,2022/9/16
2449,高松,由佐農村環境改善センター（画像：222KB）,NA,O,O,O,O,O,0,E3720100069111,高松,2022/9/16
2450,高松,龍雲中学校（画像：138KB）,NA,O,O,O,O,O,0,E3720100099111,高松,2022/9/16
2451,高松,林コミュニティセンター（画像：180KB）,NA,O,O,O,O,O,0,E3720100189111,高松,2022/9/16
2452,高松,林小学校（画像：196KB）,NA,O,O,O,O,O,0,E3720100186111,高松,2022/9/16
2453,岡田,あやうたこども園 ,NA,O,O,O,O,O,0,E3720200004111,丸亀,2025/4/1
2454,土器,クリントピア丸亀 ,NA,O,O,A,O,O,0,E3720200062111,丸亀,2025/4/1
2455,城坤,しおや保育所 ,NA,O,A,X,A,O,0,E3720200050111,丸亀,2025/4/1
2456,城南,はらだこども園 ,NA,O,O,O,O,O,0,E3720200026111,丸亀,2025/4/1
2457,広島,へき地集会室 ,NA,O,O,O,O,X,0,E3720200031111,丸亀,2025/4/1
2458,栗熊,綾歌総合文化会館 ,NA,X,O,O,O,O,0,E3720200006111,丸亀,2025/4/1
2459,栗熊,綾歌中学校 ,NA,O,O,O,O,O,0,E3720200010111,丸亀,2025/4/1
2460,栗熊,綾歌保健福祉ｾﾝﾀー,NA,O,O,O,O,O,0,E3720200007111,丸亀,2025/4/1
2461,岡田,岡田ｺﾐｭﾆﾃィｾﾝﾀー,NA,O,O,O,O,O,0,E3720200002111,丸亀,2025/4/1
2462,岡田,岡田小学校 ,NA,O,O,O,O,O,0,E3720200001111,丸亀,2025/4/1
2463,岡田,岡田保育所 ,NA,O,O,O,O,O,0,E3720200003111,丸亀,2025/4/1
2464,城坤,丸亀市民体育館 ,NA,O,O,O,O,O,0,E3720200020111,丸亀,2025/4/1
2465,城坤,旧塩屋北保育所(丸亀市ｼﾙﾊﾞｰ人材ｾﾝﾀｰ)2階一部 ,NA,O,X,X,X,O,0,E3720200015111,丸亀,2025/4/1
2466,城北,旧土居保育所 ,NA,O,A,X,X,O,0,E3720200063111,丸亀,2025/4/1
2467,本島,旧本島中学校 体育館 ,NA,O,O,X,O,X,0,E3720200095112,丸亀,2025/4/1
2468,本島,牛島集会場 ,NA,X,O,O,O,X,0,E3720200017111,丸亀,2025/4/1
2469,川西,金山文化ｾﾝﾀー,NA,X,O,O,X,O,0,E3720200046111,丸亀,2025/4/1
2470,城坤,金倉保育所 ,NA,O,O,O,O,O,0,E3720200018111,丸亀,2025/4/1
2471,栗熊,栗熊ｺﾐｭﾆﾃィｾﾝﾀー,NA,O,O,O,O,O,0,E3720200005111,丸亀,2025/4/1
2472,栗熊,栗熊小学校 ,NA,O,O,O,O,O,0,E3720200009111,丸亀,2025/4/1
2473,栗熊,栗熊保育所 ,NA,O,O,O,O,O,0,E3720200008111,丸亀,2025/4/1
2474,郡家,郡家こども園 ,NA,O,O,O,O,O,0,E3720200023111,丸亀,2025/4/1
2475,郡家,郡家ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,O,O,O,0,E3720200025111,丸亀,2025/4/1
2476,郡家,郡家小学校 ,NA,O,O,O,O,O,0,E3720200024111,丸亀,2025/4/1
2477,城坤,県立丸亀競技場 第1～第6会議室 ,NA,O,O,O,O,O,0,E3720200019111,丸亀,2025/4/1
2478,城西,県立丸亀高等学校 第2体育館 ,NA,O,O,O,O,O,0,E3720200092111,丸亀,2025/4/1
2479,城西,県立丸亀高等学校 武道館 ,NA,O,O,O,O,O,0,E3720200040111,丸亀,2025/4/1
2480,城坤,県立丸亀城西高等学校 第2体育館 ,NA,O,O,O,O,O,0,E3720200055111,丸亀,2025/4/1
2481,飯山南,県立飯山高等学校 新体育館 ,NA,O,O,O,A,O,0,E3720200067111,丸亀,2025/4/1
2482,広島,広島ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,A,A,O,A,0,E3720200028111,丸亀,2025/4/1
2483,広島,広島小中学校 ,NA,O,A,A,O,O,0,E3720200029111,丸亀,2025/4/1
2484,飯野,香川県立香川丸亀支援学校 体育館 ,NA,O,O,O,O,O,0,E3720200082111,丸亀,2025/4/1
2485,本島,山根児童館 ,NA,O,O,X,O,O,0,E3720200086111,丸亀,2025/4/1
2486,本島,山根文化ｾﾝﾀー,NA,X,O,X,O,X,0,E3720200085111,丸亀,2025/4/1
2487,広島,手島自然教育ｾﾝﾀー,NA,O,O,A,O,A,0,E3720200038111,丸亀,2025/4/1
2488,広島,手島集会場 ,NA,X,O,X,O,X,0,E3720200039111,丸亀,2025/4/1
2489,広島,小手島小中学校 ,NA,O,O,O,O,A,0,E3720200030111,丸亀,2025/4/1
2490,城乾,城乾こども園 ,NA,O,O,A,O,O,0,E3720200094111,丸亀,2025/4/1
2491,城乾,城乾ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,A,O,O,0,E3720200065111,丸亀,2025/4/1
2492,城乾,城乾小学校 ,NA,O,A,A,O,O,0,E3720200054111,丸亀,2025/4/1
2493,城坤,城坤ｺﾐｭﾆﾃィｾﾝﾀー,NA,O,O,X,O,O,0,E3720200033111,丸亀,2025/4/1
2494,城坤,城坤小学校 ,NA,O,A,A,O,O,0,E3720200034111,丸亀,2025/4/1
2495,城坤,城坤幼稚園 ,NA,O,O,A,O,O,0,E3720200032111,丸亀,2025/4/1
2496,城西,城西ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,O,O,O,0,E3720200037111,丸亀,2025/4/1
2497,城西,城西小学校 ,NA,O,O,O,O,O,0,E3720200093111,丸亀,2025/4/1
2498,川西,城辰小学校 ,NA,O,O,O,A,O,0,E3720200049111,丸亀,2025/4/1
2499,川西,城辰保育所 ,NA,O,O,O,A,O,0,E3720200047111,丸亀,2025/4/1
2500,川西,城辰幼稚園 ,NA,O,O,O,A,O,0,E3720200044111,丸亀,2025/4/1
2501,土器,城東小学校 ,NA,O,O,A,A,O,0,E3720200058111,丸亀,2025/4/1
2502,土器,城東幼稚園 ,NA,O,O,O,A,O,0,E3720200057111,丸亀,2025/4/1
2503,城南,城南ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,O,O,O,0,E3720200035111,丸亀,2025/4/1
2504,城南,城南小学校 ,NA,O,O,O,O,O,0,E3720200056111,丸亀,2025/4/1
2505,城南,城南保育所 ,NA,O,O,O,O,O,0,E3720200036111,丸亀,2025/4/1
2506,城北,城北こども園 ,NA,O,A,X,A,O,0,E3720200084111,丸亀,2025/4/1
2507,城北,城北ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,X,X,X,O,0,E3720200027111,丸亀,2025/4/1
2508,城北,城北小学校 ,NA,O,A,A,A,O,0,E3720200016111,丸亀,2025/4/1
2509,垂水,垂水こども園 ,NA,O,O,O,O,O,0,E3720200043111,丸亀,2025/4/1
2510,垂水,垂水ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,O,O,O,0,E3720200041111,丸亀,2025/4/1
2511,垂水,垂水小学校 ,NA,O,O,O,O,O,0,E3720200042111,丸亀,2025/4/1
2512,本島,西地区集会場 ,NA,O,O,O,O,X,0,E3720200087111,丸亀,2025/4/1
2513,城西,西中学校 ,NA,O,O,A,O,O,0,E3720200053111,丸亀,2025/4/1
2514,土器,青ノ山保育所 ,NA,O,O,O,O,X,0,E3720200059111,丸亀,2025/4/1
2515,川西,川西ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,O,A,O,0,E3720200045111,丸亀,2025/4/1
2516,土器,土器ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,O,O,O,0,E3720200060111,丸亀,2025/4/1
2517,川西,土器川体育ｾﾝﾀー,NA,O,O,O,A,O,0,E3720200048111,丸亀,2025/4/1
2518,飯山南,東小川児童ｾﾝﾀー,NA,O,O,O,X,O,0,E3720200078111,丸亀,2025/4/1
2519,城北,東中学校 ,NA,O,O,A,A,O,0,E3720200051111,丸亀,2025/4/1
2520,郡家,南中学校 ,NA,O,O,O,O,O,0,E3720200022111,丸亀,2025/4/1
2521,土器,二軒茶屋総合ｾﾝﾀー,NA,O,A,A,A,O,0,E3720200061111,丸亀,2025/4/1
2522,飯山北,飯山こども園 ,NA,O,O,O,O,O,0,E3720200071111,丸亀,2025/4/1
2523,飯山北,飯山総合運動公園 体育館 ,NA,O,O,O,O,O,0,E3720200077111,丸亀,2025/4/1
2524,飯山北,飯山総合学習ｾﾝﾀー,NA,O,O,O,A,O,0,E3720200072111,丸亀,2025/4/1
2525,飯山南,飯山総合保健福祉ｾﾝﾀー,NA,O,O,O,A,O,0,E3720200066111,丸亀,2025/4/1
2526,飯山北,飯山中学校 ,NA,O,O,O,O,O,0,E3720200074111,丸亀,2025/4/1
2527,飯山南,飯山南ｺﾐｭﾆﾃィｾﾝﾀー,NA,O,O,O,O,O,0,E3720200068111,丸亀,2025/4/1
2528,飯山南,飯山南小学校 ,NA,O,O,O,O,O,0,E3720200070111,丸亀,2025/4/1
2529,飯山南,飯山南保育所 ,NA,O,O,O,O,O,0,E3720200069111,丸亀,2025/4/1
2530,飯山北,飯山北小学校 ,NA,O,O,O,O,O,0,E3720200076111,丸亀,2025/4/1
2531,飯山北,飯山北第一保育所 ,NA,O,O,O,O,O,0,E3720200073111,丸亀,2025/4/1
2532,飯野,飯野こども園 ,NA,O,O,O,O,O,0,E3720200081111,丸亀,2025/4/1
2533,飯野,飯野ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,O,O,O,0,E3720200080111,丸亀,2025/4/1
2534,飯野,飯野小学校 ,NA,O,O,O,O,O,0,E3720200079111,丸亀,2025/4/1
2535,富熊,富熊ｺﾐｭﾆﾃィｾﾝﾀー,NA,O,O,O,O,O,0,E3720200011111,丸亀,2025/4/1
2536,富熊,富熊ｺﾐｭﾆﾃィｾﾝﾀｰ分館 ,NA,O,O,O,O,O,0,E3720200014111,丸亀,2025/4/1
2537,富熊,富熊小学校 ,NA,O,O,O,O,O,0,E3720200013111,丸亀,2025/4/1
2538,富熊,富熊保育所 ,NA,O,O,O,O,O,0,E3720200012111,丸亀,2025/4/1
2539,本島,本島ｺﾐｭﾆﾃｨｾﾝﾀー,NA,O,O,A,O,A,0,E3720200095111,丸亀,2025/4/1
2540,本島,本島小中学校 ,NA,O,O,A,O,A,0,E3720200088111,丸亀,2025/4/1
2541,本島,本島幼稚園 ,NA,O,O,O,O,X,0,E3720200089111,丸亀,2025/4/1
2542,郡家,四国職業能力開発大学校　体育館,NA,X,O,O,O,O,0,E3720200021111,丸亀,2025/4/1
2543,坂出,加茂小学校 ,NA,O,O,O,O,O,0,E3720300002111,坂出,2024/8/16
2544,坂出,旧岩黒小･中学校 ,NA,O,O,O,O,O,0,E3720300004111,坂出,2024/8/16
2545,坂出,旧瀬居小学校 ,NA,O,O,A,O,O,0,E3720300015111,坂出,2024/8/16
2546,坂出,金山小学校 ,NA,O,O,O,O,O,0,E3720300024111,坂出,2024/8/16
2547,坂出,交流の里 おうごし ,NA,O,O,O,O,A,0,E3720300001111,坂出,2024/8/16
2548,坂出,香川大学教育学部附属坂出小学校体育館 ,NA,O,X,X,－ ,O,0,E3720300034111,坂出,2024/8/16
2549,坂出,香川大学教育学部附属坂出中学校体育館 ,NA,O,O,X,O,O,0,E3720300020111,坂出,2024/8/16
2550,坂出,坂出工業高等学校 心技館 ,NA,O,X,X,X,O,0,E3720300008111,坂出,2024/8/16
2551,坂出,坂出高等学校 第２体育館 ,NA,O,X,X,－ ,O,0,E3720300033111,坂出,2024/8/16
2552,坂出,坂出市立体育館 ,NA,O,X,O,O,O,0,E3720300026111,坂出,2024/8/16
2553,坂出,坂出商業高等学校 新体育館 ,NA,O,O,X,O,O,0,E3720300019111,坂出,2024/8/16
2554,坂出,坂出小学校 ,NA,O,X,A,A,O,0,E3720300027111,坂出,2024/8/16
2555,坂出,坂出第一高等学校 体育館・武道場 ,NA,O,X,X,A,O,0,E3720300007111,坂出,2024/8/16
2556,坂出,坂出中学校 ,NA,O,O,O,O,O,0,E3720300014111,坂出,2024/8/16
2557,坂出,市民ふれあい会館 ,NA,O,X,A,A,O,0,E3720300035111,坂出,2024/8/16
2558,坂出,松山小学校 ,NA,O,X,A,O,O,0,E3720300009111,坂出,2024/8/16
2559,坂出,瀬居中学校 ,NA,O,O,A,O,O,0,E3720300028111,坂出,2024/8/16
2560,坂出,西庄小学校 ,NA,O,O,O,A,O,0,E3720300018111,坂出,2024/8/16
2561,坂出,川津小学校 ,NA,O,O,O,O,O,0,E3720300021111,坂出,2024/8/16
2562,坂出,中央公民館 与島分館 ,NA,O,X,X,O,O,0,E3720300036111,坂出,2024/8/16
2563,坂出,中央公民館櫃石分館（旧櫃石小･中学校を含む。） ,NA,O,O,O,O,O,0,E3720300041111,坂出,2024/8/16
2564,坂出,中央体育館 ,NA,O,X,X,X,O,0,E3720300013111,坂出,2024/8/16
2565,坂出,東部小学校 ,NA,O,X,A,A,O,0,E3720300012111,坂出,2024/8/16
2566,坂出,東部中学校 ,NA,O,X,A,A,O,0,E3720300005111,坂出,2024/8/16
2567,坂出,白峰中学校 ,NA,O,O,A,A,O,0,E3720300038111,坂出,2024/8/16
2568,坂出,府中公民館 ,NA,O,O,O,A,O,0,E3720300030111,坂出,2024/8/16
2569,坂出,万葉会館 ,NA,O,O,A,O,O,0,E3720300011111,坂出,2024/8/16
2570,坂出,与島開発総合センター,NA,O,O,O,O,O,0,E3720300037111,坂出,2024/8/16
2571,坂出,林田小学校 ,NA,O,O,A,A,O,0,E3720300039111,坂出,2024/8/16
2572,善通寺,吉原公民館,NA,O,NA,NA,O,A,0,E3720400003111,善通寺,2013/12/4
2573,善通寺,吉原小学校,NA,A,NA,NA,O,O,0,E3720400004111,善通寺,2013/12/4
2574,善通寺,市民体育館,NA,A,NA,NA,O,O,0,E3720400005111,善通寺,2013/12/4
2575,善通寺,消防団第6分団統合屯所,NA,O,NA,NA,A,O,0,E3720400006111,善通寺,2013/12/4
2576,善通寺,生野分館,NA,O,NA,NA,O,O,0,E3720400009111,善通寺,2013/12/4
2577,善通寺,西中学校,NA,A,NA,NA,O,O,0,E3720400016111,善通寺,2013/12/4
2578,善通寺,西部公民館,NA,O,NA,NA,A,A,0,E3720400012111,善通寺,2013/12/4
2579,善通寺,西部小学校,NA,A,NA,NA,O,X,0,E3720400012112,善通寺,2013/12/4
2580,善通寺,中央公民館,NA,O,NA,NA,A,A,0,E3720400013111,善通寺,2013/12/4
2581,善通寺,中央小学校・中央分館,NA,A,NA,NA,O,O,0,E3720400017111,善通寺,2013/12/4
2582,善通寺,東中学校,NA,A,NA,NA,A,O,0,E3720400011111,善通寺,2013/12/4
2583,善通寺,東部公民館,NA,O,NA,NA,A,O,0,E3720400001111,善通寺,2013/12/4
2584,善通寺,東部小学校,NA,A,NA,NA,O,O,0,E3720400002111,善通寺,2013/12/4
2585,善通寺,南部公民館,NA,A,NA,NA,A,A,0,E3720400014111,善通寺,2013/12/4
2586,善通寺,南部小学校,NA,A,NA,NA,O,X,0,E3720400010111,善通寺,2013/12/4
2587,善通寺,筆岡公民館,NA,O,NA,NA,O,O,0,E3720400008111,善通寺,2013/12/4
2588,善通寺,筆岡小学校,NA,A,NA,NA,O,O,0,E3720400015111,善通寺,2013/12/4
2589,善通寺,普通寺隣保館,NA,O,NA,NA,A,O,0,E3720400020111,善通寺,2013/12/4
2590,善通寺,与北公民館,NA,O,NA,NA,A,A,0,E3720400019111,善通寺,2013/12/4
2591,善通寺,与北小学校,NA,A,NA,NA,O,O,0,E3720400018111,善通寺,2013/12/4
2592,善通寺,竜川小学校,NA,A,NA,NA,O,O,0,E3720400007111,善通寺,2013/12/4
2593,さぬき,さぬき南小学校,NA,O,O,O,O,O,0,E3720600029111,さぬき,2024/4/1
2594,さぬき,さぬき南中学校,NA,O,O,O,O,O,0,E3720600030111,さぬき,2024/4/1
2595,さぬき,寒川小学校,NA,O,O,O,O,O,0,E3720600012111,さぬき,2024/4/1
2596,さぬき,寒川幼稚園,NA,O,O,O,O,O,0,E3720600011111,さぬき,2024/4/1
2597,さぬき,旧神前小学校,NA,O,O,O,O,O,0,E3720600009111,さぬき,2024/4/1
2598,さぬき,結願の里（旧多和小学校体育館）,NA,O,O,O,O,O,0,E3720600026111,さぬき,2024/4/1
2599,さぬき,志度公民館,NA,O,O,O,O,O,0,E3720600051111,さぬき,2024/4/1
2600,さぬき,志度構造改善センター,NA,O,O,O,O,O,0,E3720600006111,さぬき,2024/4/1
2601,さぬき,志度高等学校,NA,O,O,O,O,O,0,E3720600016111,さぬき,2024/4/1
2602,さぬき,志度中学校,NA,O,O,O,O,O,0,E3720600015111,さぬき,2024/4/1
2603,さぬき,志度東体育館,NA,O,O,O,O,O,0,E3720600002111,さぬき,2024/4/1
2604,さぬき,志度幼稚園,NA,O,O,O,O,O,0,E3720600017111,さぬき,2024/4/1
2605,さぬき,松尾ふれあい会館,NA,O,O,O,O,O,0,E3720600028111,さぬき,2024/4/1
2606,さぬき,石田高等学校,NA,O,O,O,O,O,0,E3720600050111,さぬき,2024/4/1
2607,さぬき,造田小学校,NA,O,O,O,O,O,0,E3720600023111,さぬき,2024/4/1
2608,さぬき,長尾公民館,NA,O,O,O,O,O,0,E3720600052111,さぬき,2024/4/1
2609,さぬき,長尾小学校,NA,O,O,O,O,O,0,E3720600034111,さぬき,2024/4/1
2610,さぬき,津田高等学校,NA,O,O,O,O,O,0,E3720600038111,さぬき,2024/4/1
2611,さぬき,津田小学校,NA,O,O,O,O,O,0,E3720600037111,さぬき,2024/4/1
2612,東かがわ,とらまるてぶくろ体育館 ,NA,O,O,O,O,O,0,E3720700018112,東かがわ,2024/6/14
2613,東かがわ,とらまる公園キャンプ場 ,NA,O,O,O,O,O,0,E3720700018111,東かがわ,2024/6/14
2614,東かがわ,引田こども園 ,NA,O,O,O,O,O,0,E3720700004111,東かがわ,2024/6/14
2615,東かがわ,引田公民館 ,NA,O,O,A,O,O,0,E3720700002111,東かがわ,2024/6/14
2616,東かがわ,引田小中学校体育館 ,NA,O,O,X,O,O,0,E3720700003111,東かがわ,2024/6/14
2617,東かがわ,引田飛翔体育館 ,NA,O,O,O,O,O,0,E3720700001111,東かがわ,2024/6/14
2618,東かがわ,引田武道館 ,NA,O,O,O,O,O,0,E3720700005111,東かがわ,2024/6/14
2619,東かがわ,五名コミュニティセンター(旧五名活性化センター),NA,O,O,O,O,X,0,E3720700008111,東かがわ,2024/6/14
2620,東かがわ,三本松コミュニティセンター ,NA,O,O,X,O,O,0,E3720700012111,東かがわ,2024/6/14
2621,東かがわ,三本松コミュニティセンター多目的ホール（旧三本松小学校体育館）,NA,O,O,A,O,O,0,E3720700013111,東かがわ,2024/6/14
2622,東かがわ,三本松高校体育館 ,NA,O,O,O,O,O,0,E3720700011111,東かがわ,2024/6/14
2623,東かがわ,社会福祉協議会大内支所 ,NA,O,O,O,O,O,0,E3720700009111,東かがわ,2024/6/14
2624,東かがわ,社会福祉協議会本所 ,NA,O,O,A,A,O,0,E3720700029111,東かがわ,2024/6/14
2625,東かがわ,小海コミュニティセンター ,NA,O,O,O,O,X,0,E3720700014111,東かがわ,2024/6/14
2626,東かがわ,人権センター大内交流館 ,NA,O,O,O,O,O,0,E3720700006111,東かがわ,2024/6/14
2627,東かがわ,水主交流センター ,NA,O,O,O,O,X,0,E3720700017111,東かがわ,2024/6/14
2628,東かがわ,相生コミュニティセンター ,NA,O,O,O,O,O,0,E3720700023111,東かがわ,2024/6/14
2629,東かがわ,大内公民館 ,NA,O,O,O,O,O,0,E3720700010111,東かがわ,2024/6/14
2630,東かがわ,大内小・大川中学校体育館 ,NA,O,O,O,O,O,0,E3720700019111,東かがわ,2024/6/14
2631,東かがわ,丹生こども園 ,NA,O,O,O,O,O,0,E3720700021111,東かがわ,2024/6/14
2632,東かがわ,丹生コミュニティセンター ,NA,O,O,O,O,O,0,E3720700022111,東かがわ,2024/6/14
2633,東かがわ,東かがわ市交流プラザ ,NA,O,O,A,A,O,0,E3720700028111,東かがわ,2024/6/14
2634,東かがわ,白鳥コミュニティセンター ,NA,O,O,O,X,O,0,E3720700026111,東かがわ,2024/6/14
2635,東かがわ,白鳥コミュニティセンター多目的ホール（旧白鳥小学校体育館）,NA,O,O,O,X,O,0,E3720700025111,東かがわ,2024/6/14
2636,東かがわ,白鳥小中学校体育館 ,NA,O,O,O,O,O,0,E3720700027111,東かがわ,2024/6/14
2637,東かがわ,白鳥中央公園体育館 ,NA,O,O,O,O,O,0,E3720700007111,東かがわ,2024/6/14
2638,東かがわ,福栄コミュニティセンター ,NA,O,O,O,O,X,0,E3720700031111,東かがわ,2024/6/14
2639,東かがわ,福栄コミュニティセンター多目的ホール（旧福栄小学校体育館）,NA,O,O,O,X,O,0,E3720700030111,東かがわ,2024/6/14
2640,東かがわ,本町体育館（旧本町小学校体育館）,NA,O,O,X,O,O,0,E3720700016111,東かがわ,2024/6/14
2641,東かがわ,湊コミュニティセンター（旧湊保育所） ,NA,O,O,X,X,O,0,E3720700032111,東かがわ,2024/6/14
2642,東かがわ,誉水公民館 ,NA,X,O,O,O,O,0,E3720700020111,東かがわ,2024/6/14
2643,詫間町,（旧）粟島小学校,NA,X,O,O,O,O,0,E3720800063111,三豊,2024/4/1
2644,山本町,(旧)河内小学校,NA,O,O,O,O,O,0,E3720800038111,三豊,2024/4/1
2645,財田町,(旧)財田上小学校,NA,O,O,O,O,O,0,E3720800021111,三豊,2024/4/1
2646,財田町,(旧)財田中小学校,NA,O,O,O,O,O,0,E3720800024111,三豊,2024/4/1
2647,山本町,(旧)神田小学校,NA,O,O,O,O,O,0,E3720800041111,三豊,2024/4/1
2648,山本町,(旧)辻小学校,NA,O,O,O,O,O,0,E3720800045111,三豊,2024/4/1
2649,三野町,ふれあいパークみの,NA,O,O,O,O,O,0,E3720800033111,三豊,2024/4/1
2650,高瀬町,みとよ未来創造館,NA,O,O,O,O,O,0,E3720800002111,三豊,2024/4/1
