df2_No,df2_地区名,df2_施設名,df2_住所,df2_地震,df2_津波,df2_高潮,df2_洪水,df2_土砂,df2_z,共通ID,市町村,更新日
2193,池川,狩山地区多目的集会施設 ,NA,X,NA,NA,O,O,0,E3938700051111,仁淀川町,2021/4/20
2194,吾川,宗津集会所 ,NA,X,NA,NA,O,O,0,E3938700010111,仁淀川町,2021/4/20
2195,仁淀,秋葉の宿及び宿泊施設 ,NA,O,NA,NA,O,O,0,E3938700004111,仁淀川町,2021/4/20
2196,吾川,森山地域集会所 ,NA,O,NA,NA,O,O,0,E3938700017111,仁淀川町,2021/4/20
2197,仁淀,仁淀多目的研修集会施設 ,NA,O,NA,NA,O,O,0,E3938700013111,仁淀川町,2021/4/20
2198,仁淀,仁淀中学校及び体育館 ,NA,O,NA,NA,O,O,0,E3938700021111,仁淀川町,2021/4/20
2199,吾川,川口地区集会所 ,NA,O,NA,NA,O,O,0,E3938700019111,仁淀川町,2021/4/20
2200,仁淀,川渡コミュニティセンター,NA,O,NA,NA,O,O,0,E3938700022111,仁淀川町,2021/4/20
2201,仁淀,泉川多目的集会施設 ,NA,O,NA,NA,O,O,0,E3938700029111,仁淀川町,2021/4/20
2202,池川,相ノ谷集会所 ,NA,O,NA,NA,O,O,0,E3938700033111,仁淀川町,2021/4/20
2203,吾川,大崎地域集会所 ,NA,O,NA,NA,O,O,0,E3938700025111,仁淀川町,2021/4/20
2204,池川,大西地区多目的集会施設 ,NA,O,NA,NA,O,O,0,E3938700030111,仁淀川町,2021/4/20
2205,吾川,大渡コミュニティセンター,NA,X,NA,NA,O,O,0,E3938700031111,仁淀川町,2021/4/20
2206,池川,大野地区コミュニティセンター,NA,O,NA,NA,O,O,0,E3938700032111,仁淀川町,2021/4/20
2207,仁淀,沢渡多目的集会施設 ,NA,O,NA,NA,O,O,0,E3938700054111,仁淀川町,2021/4/20
2208,池川,池川コミュニティセンター,NA,O,NA,NA,O,O,0,E3938700048111,仁淀川町,2021/4/20
2209,池川,池川体育館 ,NA,O,NA,NA,O,O,0,E3938700046111,仁淀川町,2021/4/20
2210,池川,池川中学校 ,NA,O,NA,NA,O,O,0,E3938700035111,仁淀川町,2021/4/20
2211,仁淀,長者小学校及び体育館 ,NA,O,NA,NA,O,O,0,E3938700038111,仁淀川町,2021/4/20
2212,仁淀,長者複合集会施設 ,NA,X,NA,NA,O,O,0,E3938700037111,仁淀川町,2021/4/20
2213,仁淀,長者保育所 ,NA,O,NA,NA,O,O,0,E3938700036111,仁淀川町,2021/4/20
2214,吾川,田村集会所 ,NA,O,NA,NA,O,O,0,E3938700041111,仁淀川町,2021/4/20
2215,仁淀,農業者トレーニングセンター,NA,X,NA,NA,O,O,0,E3938700014111,仁淀川町,2021/4/20
2216,仁淀,別枝上区多目的集会施設 ,NA,O,NA,NA,O,O,0,E3938700052111,仁淀川町,2021/4/20
2217,仁淀,別府小学校及び体育館 ,NA,O,NA,NA,O,O,0,E3938700011111,仁淀川町,2021/4/20
2218,吾川,名野川自然環境活用センター,NA,X,NA,NA,O,O,0,E3938700062111,仁淀川町,2021/4/20
2219,津野,新土居健康管理施設,NA,O,NA,NA,O,O,0,E3941100004111,津野町,2021/2/1
2220,津野,津野町総合保健福祉センター「里楽」,NA,O,NA,NA,O,O,0,E3941100011111,津野町,2021/2/1
2221,津野,津野町立葉山小学校体育館,NA,O,NA,NA,O,O,0,E3941100012111,津野町,2021/2/1
2222,津野,津野町葉山運動公園総合センター,NA,O,NA,NA,O,O,0,E3941100001111,津野町,2021/2/1
2223,津野,農村交流施設「森の巣箱」,NA,O,NA,NA,O,O,0,E3941100002111,津野町,2021/2/1
2224,津野,津野町立葉山中学校体育館,NA,O,NA,NA,O,O,0,E3941100009111,津野町,2021/2/1
2225,津野,津野町立精華小学校体育館,NA,O,NA,NA,O,O,0,E3941100006111,津野町,2021/2/1
2226,津野,勤労者体育センター,NA,O,NA,NA,O,O,0,E3941100003111,津野町,2021/2/1
2227,津野,白石地区集落活動拠点施設,NA,O,NA,NA,O,O,0,E3941100007111,津野町,2021/2/1
2228,津野,船戸体育館,NA,O,NA,NA,O,O,0,E3941100005111,津野町,2021/2/1
2229,津野,津野町立中央小学校体育館,NA,O,NA,NA,O,O,0,E3941100014111,津野町,2021/2/1
2230,津野,津野町東津野B&G海洋センター,NA,O,NA,NA,O,O,0,E3941100015111,津野町,2021/2/1
2231,津野,津野町立東津野中学校体育館,NA,O,NA,NA,O,O,0,E3941100018111,津野町,2021/2/1
2232,津野,郷地区集落活動拠点施設,NA,O,NA,NA,O,O,0,E3941100013111,津野町,2021/2/1
2233,津野,高野地区高齢者交流センター「平安の家」,NA,O,NA,NA,O,O,0,E3941100016111,津野町,2021/2/1
2234,津野,津野町福祉交流センター,NA,O,NA,NA,O,O,0,E3941100019121,津野町,2021/2/1
2235,津野,高陵特別養護老人ホーム「葉山荘」,NA,O,NA,NA,O,O,0,E3941100010121,津野町,2021/2/1
2236,津野,津野山養護老人ホーム「高原荘」,NA,O,NA,NA,O,O,0,E3941100021121,津野町,2021/2/1
2237,梼原,ゆすはら・夢・未来館,NA,O,NA,NA,O,O,0,E3940500006111,梼原町,2021/8/30
2238,梼原,越知面交流センター,NA,O,NA,NA,X,X,0,E3940500005111,梼原町,2021/8/30
2239,梼原,旧四万川小学校,NA,X,NA,NA,O,O,0,E3940500009111,梼原町,2021/8/30
2240,梼原,四万川交流センター,NA,O,NA,NA,X,X,0,E3940500011111,梼原町,2021/8/30
2241,梼原,松原ふれあいセンター,NA,O,NA,NA,X,X,0,E3940500003111,梼原町,2021/8/30
2242,梼原,西区生涯学習館,NA,O,NA,NA,X,X,0,E3940500002111,梼原町,2021/8/30
2243,梼原,鷹取の家,NA,O,NA,NA,O,O,0,E3940500001111,梼原町,2021/8/30
2244,梼原,防災拠点施設,NA,O,NA,NA,O,O,0,E3940500007111,梼原町,2021/8/30
2245,東祖谷 ,いやしの温泉郷 ,NA,O,NA,NA,O,O,0,E3620800196111,三好,2024/3/19
2246,井川 ,なでしこ館 ,NA,O,NA,NA,O,O,0,E3620800043111,三好,2024/3/19
2247,池田 ,井ノ久保活性化センター,NA,O,NA,NA,O,O,0,E3620800184111,三好,2024/3/19
2248,井川 ,井川中学校体育館 ,NA,O,NA,NA,O,O,0,E3620800001111,三好,2024/3/19
2249,井川 ,井内地域多目的施設 ,NA,O,NA,NA,O,A,0,E3620800010111,三好,2024/3/19
2250,三野 ,王地小学校体育館 ,NA,O,NA,NA,O,O,0,E3620800055111,三好,2024/3/19
2251,山城 ,下川コミュニティセンター,NA,O,NA,NA,O,A,0,E3620800088111,三好,2024/3/19
2252,山城 ,河内分館（旧河内小学校） ,NA,O,NA,NA,O,A,0,E3620800093111,三好,2024/3/19
2253,山城 ,恵泉館 ,NA,X,NA,NA,O,A,0,E3620800106111,三好,2024/3/19
2254,西祖谷 ,吾橋多目的集会所 ,NA,O,NA,NA,O,O,0,E3620800130111,三好,2024/3/19
2255,池田 ,公民館イタノ分館 ,NA,O,NA,NA,O,A,0,E3620800138111,三好,2024/3/19
2256,池田 ,公民館下野呂内分館 ,NA,O,NA,NA,O,O,0,E3620800166111,三好,2024/3/19
2257,池田 ,公民館佐野分館 ,NA,O,NA,NA,O,O,0,E3620800154111,三好,2024/3/19
2258,池田 ,公民館漆川分館 ,NA,O,NA,NA,O,O,0,E3620800158111,三好,2024/3/19
2259,山城 ,三好市山城公民館 ,NA,O,NA,NA,O,A,0,E3620800115111,三好,2024/3/19
2260,池田 ,三好市池田総合体育館 ,NA,O,NA,NA,O,A,0,E3620800150111,三好,2024/3/19
2261,池田 ,三好市保健センター,NA,O,NA,NA,O,O,0,E3620800145111,三好,2024/3/19
2262,池田 ,三縄公民館地区館 ,NA,X,NA,NA,O,O,0,E3620800174111,三好,2024/3/19
2263,池田 ,三縄小学校体育館・校舎 ,NA,O,NA,NA,O,X,0,E3620800171111,三好,2024/3/19
2264,山城 ,三名農村環境改善センター・下名小学校体育館 ,NA,O,NA,NA,O,A,0,E3620800091111,三好,2024/3/19
2265,三野 ,三野体育館 ,NA,X,NA,NA,O,O,0,E3620800062111,三好,2024/3/19
2266,三野 ,三野中学校体育館 ,NA,O,NA,NA,O,O,0,E3620800064111,三好,2024/3/19
2267,三野 ,芝生小学校体育館 ,NA,O,NA,NA,O,O,0,E3620800063111,三好,2024/3/19
2268,山城 ,上名地域多目的施設体育館 （旧上名小学校体育館） ,NA,O,NA,NA,O,A,0,E3620800102111,三好,2024/3/19
2269,井川 ,西井川小学校体育館 ,NA,O,NA,NA,O,O,0,E3620800046111,三好,2024/3/19
2270,山城 ,西宇地域多目的施設体育館 （旧西宇小学校 体育館） ,NA,O,NA,NA,O,A,0,E3620800110111,三好,2024/3/19
2271,池田 ,西山構造改善センター,NA,O,NA,NA,O,O,0,E3620800161111,三好,2024/3/19
2272,西祖谷 ,西祖谷支所（庁舎・保健センター） ,NA,O,NA,NA,O,O,0,E3620800128111,三好,2024/3/19
2273,西祖谷 ,西祖谷中学校体育館 ,NA,O,NA,NA,O,A,0,E3620800135111,三好,2024/3/19
2274,山城 ,川口会館 ,NA,O,NA,NA,O,A,0,E3620800124111,三好,2024/3/19
2275,池田 ,川崎幼稚園・小学校体育館 ,NA,O,NA,NA,O,O,0,E3620800169111,三好,2024/3/19
2276,東祖谷 ,祖谷の歴史館伝習ホール ,NA,O,NA,NA,O,A,0,E3620800190111,三好,2024/3/19
2277,山城 ,大野地域多目的施設体育館 （旧大野小学校 体育館） ,NA,O,NA,NA,O,A,0,E3620800117111,三好,2024/3/19
2278,山城 ,大野分館・大野体育館 （旧大野中学校体育館） ,NA,X,NA,NA,O,A,0,E3620800118111,三好,2024/3/19
2279,山城 ,大和分館・大和地域多目的施設体育館 （旧大和小学校・体育館） ,NA,O,NA,NA,O,A,0,E3620800119111,三好,2024/3/19
2280,池田 ,池田高校三好校体育館 ,NA,A,NA,NA,O,O,0,E3620800160111,三好,2024/3/19
2281,井川 ,池田高校辻校体育館 ,NA,O,NA,NA,A,A,0,E3620800033111,三好,2024/3/19
2282,池田 ,池田高等学校体育館 ,NA,O,NA,NA,O,O,0,E3620800141111,三好,2024/3/19
2283,池田 ,池田小学校体育館 ,NA,O,NA,NA,O,O,0,E3620800139111,三好,2024/3/19
2284,池田 ,池田中学校体育館 ,NA,O,NA,NA,O,O,0,E3620800142111,三好,2024/3/19
2285,井川 ,辻小学校体育館 ,NA,O,NA,NA,X,O,0,E3620800050111,三好,2024/3/19
2286,東祖谷 ,東祖谷小中学校体育館 ,NA,O,NA,NA,O,A,0,E3620800188111,三好,2024/3/19
2287,池田 ,入体構造改善センター,NA,O,NA,NA,O,O,0,E3620800164111,三好,2024/3/19
2288,池田 ,馬場分館 ,NA,O,NA,NA,O,O,0,E3620800180111,三好,2024/3/19
2289,池田 ,馬路構造改善センター,NA,O,NA,NA,O,O,0,E3620800177111,三好,2024/3/19
2290,池田 ,馬路小学校体育館 ,NA,O,NA,NA,O,A,0,E3620800178111,三好,2024/3/19
2291,池田 ,白地公民館 ,NA,O,NA,NA,O,O,0,E3620800186111,三好,2024/3/19
2292,池田 ,白地小学校体育館 ,NA,O,NA,NA,O,O,0,E3620800187111,三好,2024/3/19
2293,池田 ,箸蔵小学校体育館 ,NA,O,NA,NA,A,O,0,E3620800159111,三好,2024/3/19
2294,山城 ,平野地域多目的施設体育館 （旧平野小学校体育館） ,NA,O,NA,NA,O,A,0,E3620800122111,三好,2024/3/19
2295,東祖谷 ,名頃集会所 ,NA,O,NA,NA,O,X,0,E3620800197111,三好,2024/3/19
2296,西祖谷 ,有瀬分館・有瀬地域多目的施設体育館 （旧有瀬小学校校舎・体育館） ,NA,O,NA,NA,O,A,0,E3620800137111,三好,2024/3/19
2297,東祖谷 ,和田避難所 （旧ふるさと就労施設和田工場） ,NA,O,NA,NA,O,X,0,E3620800201111,三好,2024/3/19
2298,西祖谷 ,檪生小学校体育館 ,NA,O,NA,NA,O,O,0,E3620800126111,三好,2024/3/19
2299,高松,安原小学校跡施設（画像：265KB）,NA,O,O,O,O,X,0,E3720100018111,高松,2022/9/16
2300,高松,庵治コミュニティセンター・庵治武道館（画像：220KB）,NA,O,O,O,O,O,0,E3720100008111,高松,2022/9/16
2301,高松,庵治小学校（画像：220KB）,NA,O,O,O,O,O,0,E3720100006111,高松,2022/9/16
2302,高松,庵治小学校第二体育館（画像：220KB）,NA,O,O,O,O,O,0,E3720100007111,高松,2022/9/16
2303,高松,庵治第二小学校※指定避難所のみ使用（画像：93KB）,NA,O,O,O,O,O,0,E3720100002111,高松,2022/9/16
2304,高松,庵治中学校（画像：220KB）,NA,O,O,O,O,O,0,E3720100005111,高松,2022/9/16
2305,高松,一宮コミュニティセンター（画像：153KB）,NA,O,O,O,O,O,0,E3720100013111,高松,2022/9/16
2306,高松,一宮小学校（画像：152KB）,NA,O,O,O,O,O,0,E3720100012111,高松,2022/9/16
2307,高松,一宮中学校（画像：152KB）,NA,O,O,O,O,O,0,E3720100009111,高松,2022/9/16
2308,高松,円座コミュニティセンター（画像：192KB）,NA,O,O,O,O,O,0,E3720100014111,高松,2022/9/16
2309,高松,円座小学校（画像：192KB）,NA,O,O,O,O,O,0,E3720100015111,高松,2022/9/16
2310,高松,塩江コミュニティセンター（画像：220KB）,NA,O,O,O,O,X,0,E3720100017111,高松,2022/9/16
2311,高松,塩江小・中学校（画像：249KB）,NA,O,O,O,O,O,0,E3720100020111,高松,2022/9/16
2312,高松,塩江小学校跡施設（画像：250KB）,NA,O,O,O,O,X,0,E3720100021111,高松,2022/9/16
2313,高松,屋島コミュニティセンター（画像：225KB）,NA,O,O,O,O,O,0,E3720100031111,高松,2022/9/16
2314,高松,屋島小学校（画像：225KB）,NA,O,O,O,O,X,0,E3720100027111,高松,2022/9/16
2315,高松,屋島西コミュニティセンター（画像：213KB）,NA,O,O,O,O,O,0,E3720100029111,高松,2022/9/16
2316,高松,屋島西小学校（画像：213KB）,NA,O,O,O,O,O,0,E3720100028111,高松,2022/9/16
2317,高松,屋島中学校（画像：225KB）,NA,O,O,O,O,O,0,E3720100030111,高松,2022/9/16
2318,高松,屋島東コミュニティセンター（画像：173KB）,NA,O,O,O,O,O,0,E3720100032111,高松,2022/9/16
2319,高松,屋島東小学校（画像：173KB）,NA,O,O,O,O,O,0,E3720100033111,高松,2022/9/16
2320,高松,下笠居コミュニティセンター（画像：207KB）,NA,O,O,O,O,O,0,E3720100119111,高松,2022/9/16
2321,高松,下笠居小学校（画像：208KB）,NA,O,O,O,O,O,0,E3720100118111,高松,2022/9/16
2322,高松,下笠居中学校（画像：207KB）,NA,O,O,O,O,O,0,E3720100120111,高松,2022/9/16
2323,高松,花園コミュニティセンター（画像：233KB）,NA,O,O,O,O,O,0,E3720100035111,高松,2022/9/16
2324,高松,花園小学校（画像：233KB）,NA,O,O,O,O,O,0,E3720100034111,高松,2022/9/16
2325,高松,鬼無コミュニティセンター（画像：184KB）,NA,O,O,O,O,O,0,E3720100036111,高松,2022/9/16
2326,高松,鬼無小学校（画像：182KB）,NA,O,O,O,O,O,0,E3720100037111,高松,2022/9/16
2327,高松,亀阜コミュニティセンター（画像：213KB）,NA,O,O,O,O,O,0,E3720100039111,高松,2022/9/16
2328,高松,亀阜小学校（画像：213KB）,NA,O,O,O,O,O,0,E3720100038111,高松,2022/9/16
2329,高松,協和中学校（画像：190KB）,NA,O,O,O,O,O,0,E3720100045111,高松,2022/9/16
2330,高松,玉藻中学校（画像：233KB）,NA,O,O,O,O,O,0,E3720100110111,高松,2022/9/16
2331,高松,栗林コミュニティセンター（画像：242KB）,NA,O,O,O,O,O,0,E3720100043111,高松,2022/9/16
2332,高松,栗林小学校（画像：242KB）,NA,O,O,O,O,O,0,E3720100042111,高松,2022/9/16
2333,高松,弦打コミュニティセンター（画像：176KB）,NA,O,O,O,O,O,0,E3720100144111,高松,2022/9/16
2334,高松,弦打小学校（画像：175KB）,NA,O,O,O,O,O,0,E3720100145111,高松,2022/9/16
2335,高松,古高松コミュニティセンター（画像：227KB）,NA,O,O,X,O,O,0,E3720100070111,高松,2022/9/16
2336,高松,古高松小学校（画像：227KB）,NA,O,O,O,O,O,0,E3720100073111,高松,2022/9/16
2337,高松,古高松中学校（画像：227KB）,NA,O,O,O,O,O,0,E3720100112111,高松,2022/9/16
2338,高松,古高松南コミュニティセンター（画像：230KB）,NA,O,O,O,O,O,0,E3720100100111,高松,2022/9/16
2339,高松,古高松南小学校（画像：228KB）,NA,O,O,O,O,O,0,E3720100113111,高松,2022/9/16
2340,高松,香西コミュニティセンター（画像：211KB）,NA,O,O,O,O,O,0,E3720100051111,高松,2022/9/16
2341,高松,香西小学校（画像：211KB）,NA,O,O,O,O,O,0,E3720100050111,高松,2022/9/16
2342,高松,香川県青年センター（画像：198KB）,NA,O,O,O,O,O,0,E3720100074111,高松,2022/9/16
2343,高松,香川県立保健医療大（体育館）,NA,O,O,O,O,O,0,E3720100166111,高松,2022/9/16
2344,高松,香川高等専門学校（体育館）（画像：160KB）,NA,O,O,O,O,O,0,E3720100143111,高松,2022/9/16
2345,高松,香川総合体育館（画像：160KB）,NA,O,O,O,O,O,0,E3720100053111,高松,2022/9/16
2346,高松,香川大学（経済学部構内体育館）（画像：212KB）,NA,O,O,O,O,O,0,E3720100048111,高松,2022/9/16
2347,高松,香川大学創造工学部（画像：158KB）,NA,O,O,O,O,O,0,E3720100187111,高松,2022/9/16
2348,高松,香川大学付属中学校（体育館）（画像：154KB）,NA,O,O,O,O,O,0,E3720100097111,高松,2022/9/16
2349,高松,香川第一中学校（画像：160KB）,NA,O,O,O,O,O,0,E3720100057111,高松,2022/9/16
2350,高松,香東中学校（画像：192KB）,NA,O,O,O,O,O,0,E3720100016111,高松,2022/9/16
2351,高松,香南コミュニティセンター（画像：222KB）,NA,O,O,O,O,O,0,E3720100068111,高松,2022/9/16
2352,高松,香南小学校（画像：222KB）,NA,O,O,O,O,O,0,E3720100064111,高松,2022/9/16
2353,高松,香南中学校（画像：222KB）,NA,O,O,O,O,O,0,E3720100066111,高松,2022/9/16
2354,高松,高松工芸高等学校（体育館）（画像：276KB）,NA,O,O,O,O,O,0,E3720100153111,高松,2022/9/16
2355,高松,高松高等学校（体育館）（画像：276KB）,NA,O,O,O,O,O,0,E3720100154111,高松,2022/9/16
2356,高松,高松桜井高等学校（体育館）（画像：127KB）,NA,O,O,O,O,O,0,E3720100133111,高松,2022/9/16
2357,高松,高松市生涯学習センター（まなびCAN）（画像：263KB）,NA,O,O,O,O,O,0,E3720100162111,高松,2022/9/16
2358,高松,高松市総合体育館（画像：186KB）,NA,O,O,O,O,O,0,E3720100158111,高松,2022/9/16
2359,高松,高松商業高等学校（体育館）（画像：245KB）,NA,O,O,O,O,O,0,E3720100103111,高松,2022/9/16
2360,高松,高松第一学園（高松第一小・中学校）（画像：245KB）,NA,O,O,O,O,O,0,E3720100104111,高松,2022/9/16
2361,高松,高松第一高校（画像：242KB）,NA,O,O,O,O,O,0,E3720100092111,高松,2022/9/16
2362,高松,高松東高校（体育館）（画像：191KB）,NA,O,O,O,X,O,0,E3720100130111,高松,2022/9/16
2363,高松,高松南高等学校（体育館）（画像：181KB）,NA,O,O,O,O,O,0,E3720100011111,高松,2022/9/16
2364,高松,高松北高等（中）学校（体育館）（画像：217KB）,NA,O,O,O,O,O,0,E3720100174111,高松,2022/9/16
2365,高松,国分寺勤労青少年ホーム（画像：215KB）,NA,O,O,O,O,O,0,E3720100088111,高松,2022/9/16
2366,高松,国分寺中学校（画像：205KB）,NA,O,O,O,O,O,0,E3720100078111,高松,2022/9/16
2367,高松,国分寺中学校第二体育館（画像：205KB）,NA,O,O,O,O,O,0,E3720100079111,高松,2022/9/16
2368,高松,国分寺南部コミュニティセンター（画像：215KB）,NA,O,O,O,O,O,0,E3720100089111,高松,2022/9/16
2369,高松,国分寺南部小学校（画像：215KB）,NA,O,O,O,O,O,0,E3720100088112,高松,2022/9/16
2370,高松,国分寺文化センター（画像：205KB）,NA,O,O,O,O,O,0,E3720100080111,高松,2022/9/16
2371,高松,国分寺北部コミュニティセンター（画像：205KB）,NA,O,O,O,O,O,0,E3720100081111,高松,2022/9/16
2372,高松,国分寺北部小学校（画像：205KB）,NA,O,O,O,O,O,0,E3720100082111,高松,2022/9/16
2373,高松,桜町中学校（画像：242KB）,NA,O,O,O,O,O,0,E3720100091111,高松,2022/9/16
2374,高松,三渓小学校（画像：134KB）,NA,O,O,O,O,O,0,E3720100094111,高松,2022/9/16
2375,高松,三谷コミュニティセンター（画像：134KB）,NA,O,O,O,O,O,0,E3720100093111,高松,2022/9/16
2376,高松,山田中学校（画像：145KB）,NA,O,O,O,O,O,0,E3720100124111,高松,2022/9/16
2377,高松,四番丁コミュニティセンター（画像：276KB）,NA,O,O,O,O,O,0,E3720100152111,高松,2022/9/16
2378,高松,四番丁小学校跡施設（画像：276KB）,NA,O,O,O,O,O,0,E3720100151111,高松,2022/9/16
2379,高松,紫雲中学校（画像：213KB）,NA,O,O,O,O,O,0,E3720100096111,高松,2022/9/16
2380,高松,十河コミュニティセンター（画像：174KB）,NA,O,O,O,O,O,0,E3720100191111,高松,2022/9/16
2381,高松,十河小学校（画像：144KB）,NA,O,O,O,O,O,0,E3720100098111,高松,2022/9/16
2382,高松,女木コミュニティセンター（画像：123KB）,NA,O,O,O,O,O,0,E3720100101111,高松,2022/9/16
2383,高松,女木小学校（画像：124KB）,NA,O,O,O,O,O,0,E3720100102111,高松,2022/9/16
2384,高松,勝賀中学校（画像：211KB）,NA,O,O,O,O,O,0,E3720100049111,高松,2022/9/16
2385,高松,松島コミュニティセンター（画像：245KB）,NA,O,O,O,O,O,0,E3720100107111,高松,2022/9/16
2386,高松,上西小学校跡施設（画像：237KB）,NA,O,O,O,O,O,0,E3720100024111,高松,2022/9/16
2387,高松,植田小学校（画像：180KB）,NA,O,O,O,O,X,0,E3720100123111,高松,2022/9/16
2388,高松,新塩屋町コミュニティセンター（画像：263KB）,NA,O,O,O,O,O,0,E3720100111111,高松,2022/9/16
2389,高松,新番丁小学校（画像：252KB）,NA,O,O,O,O,O,0,E3720100041111,高松,2022/9/16
2390,高松,西植田コミュニティセンター（画像：179KB）,NA,O,O,O,O,O,0,E3720100122111,高松,2022/9/16
2391,高松,川岡コミュニティセンター（画像：175KB）,NA,O,O,O,O,O,0,E3720100128111,高松,2022/9/16
2392,高松,川岡小学校（画像：175KB）,NA,O,O,O,O,O,0,E3720100127111,高松,2022/9/16
2393,高松,川添コミュニティセンター（画像：189KB）,NA,O,O,O,O,O,0,E3720100044111,高松,2022/9/16
2394,高松,川添小学校（画像：189KB）,NA,O,O,O,O,O,0,E3720100147111,高松,2022/9/16
2395,高松,川島コミュニティセンター（画像：145KB）,NA,O,O,O,O,O,0,E3720100192111,高松,2022/9/16
2396,高松,川島小学校（画像：145KB）,NA,O,O,O,O,O,0,E3720100125111,高松,2022/9/16
2397,高松,川東コミュニティセンター（画像：212KB）,NA,O,O,O,O,O,0,E3720100054111,高松,2022/9/16
2398,高松,川東小学校（画像：212KB）,NA,O,O,O,O,O,0,E3720100055111,高松,2022/9/16
2399,高松,浅野コミュニティセンター（画像：160KB）,NA,O,O,O,O,O,0,E3720100059111,高松,2022/9/16
2400,高松,浅野小学校（画像：160KB）,NA,O,O,O,O,O,0,E3720100058111,高松,2022/9/16
2401,高松,前田コミュニティセンター（画像：191KB）,NA,O,O,O,O,O,0,E3720100132111,高松,2022/9/16
2402,高松,前田小学校（画像：191KB）,NA,O,O,O,O,O,0,E3720100131111,高松,2022/9/16
2403,高松,総合教育センター（画像：264KB）,NA,O,O,O,O,O,0,E3720100164111,高松,2022/9/16
2404,高松,多肥コミュニティセンター（画像：128KB）,NA,O,O,O,O,O,0,E3720100135111,高松,2022/9/16
2405,高松,多肥小学校（画像：127KB）,NA,O,O,O,O,O,0,E3720100136111,高松,2022/9/16
2406,高松,太田コミュニティセンター（画像：128KB）,NA,O,O,O,O,O,0,E3720100155111,高松,2022/9/16
2407,高松,太田小学校（画像：151KB）,NA,O,O,O,O,O,0,E3720100157111,高松,2022/9/16
2408,高松,太田中央コミュニティセンター（画像：160KB）,NA,O,O,O,O,O,0,E3720100105111,高松,2022/9/16
2409,高松,太田中学校（画像：175KB）,NA,O,O,O,O,O,0,E3720100137111,高松,2022/9/16
2410,高松,太田南コミュニティセンター（画像：175KB）,NA,O,O,O,O,O,0,E3720100139111,高松,2022/9/16
2411,高松,太田南小学校（画像：175KB）,NA,O,O,O,O,O,0,E3720100138111,高松,2022/9/16
2412,高松,大町コミュニティセンター（画像：217KB）,NA,O,O,O,O,O,0,E3720100170111,高松,2022/9/16
2413,高松,大野コミュニティセンター（画像：181KB）,NA,O,O,O,O,O,0,E3720100061111,高松,2022/9/16
2414,高松,大野小学校（画像：181KB）,NA,O,O,O,O,O,0,E3720100060111,高松,2022/9/16
2415,高松,檀紙コミュニティセンター（画像：168KB）,NA,O,O,O,O,O,0,E3720100046111,高松,2022/9/16
2416,高松,檀紙小学校（画像：168KB）,NA,O,O,O,O,O,0,E3720100047111,高松,2022/9/16
2417,高松,男木コミュニティセンター（画像：68KB）,NA,O,O,X,O,O,0,E3720100190111,高松,2022/9/16
2418,高松,男木小・中学校（画像：68KB）,NA,O,O,O,O,O,0,E3720100141111,高松,2022/9/16
2419,高松,池西農村環境改善センター（画像：222KB）,NA,O,O,O,O,O,0,E3720100067111,高松,2022/9/16
2420,高松,築地コミュニティセンター（画像：283KB）,NA,O,O,O,O,O,0,E3720100142111,高松,2022/9/16
2421,高松,築地小学校跡施設（画像：282KB）,NA,O,O,O,O,O,0,E3720100142112,高松,2022/9/16
2422,高松,中央小学校（画像：160KB）,NA,O,O,O,O,O,0,E3720100106111,高松,2022/9/16
2423,高松,鶴尾コミュニティセンター（画像：140KB）,NA,O,O,O,O,O,0,E3720100146111,高松,2022/9/16
2424,高松,鶴尾小学校（画像：140KB）,NA,O,O,O,O,O,0,E3720100108111,高松,2022/9/16
2425,高松,鶴尾中学校（画像：140KB）,NA,O,O,O,O,O,0,E3720100109111,高松,2022/9/16
2426,高松,東植田コミュニティセンター（画像：199KB）,NA,O,O,O,O,O,0,E3720100148111,高松,2022/9/16
2427,高松,東植田小学校（画像：199KB）,NA,O,O,O,O,O,0,E3720100149111,高松,2022/9/16
2428,高松,東植田小学校菅沢分校（画像：99KB）,NA,O,O,O,O,O,0,E3720100115111,高松,2022/9/16
2429,高松,東谷コミュニティセンター（画像：176KB）,NA,O,O,O,O,X,0,E3720100063111,高松,2022/9/16
2430,高松,二番丁コミュニティセンター（画像：252KB）,NA,O,O,O,O,O,0,E3720100129111,高松,2022/9/16
2431,高松,日新コミュニティセンター（画像：195KB）,NA,O,O,O,O,O,0,E3720100117111,高松,2022/9/16
2432,高松,日新小学校跡施設（画像：195KB）,NA,O,O,O,O,O,0,E3720100116111,高松,2022/9/16
2433,高松,仏生山コミュニティセンター（画像：140KB）,NA,O,O,O,O,O,0,E3720100159111,高松,2022/9/16
2434,高松,仏生山小学校（画像：137KB）,NA,O,O,O,O,O,0,E3720100160111,高松,2022/9/16
2435,高松,牟礼コミュニティセンター（画像：218KB）,NA,O,O,O,O,O,0,E3720100176111,高松,2022/9/16
2436,高松,牟礼小学校（画像：217KB）,NA,O,O,O,O,O,0,E3720100171111,高松,2022/9/16
2437,高松,牟礼総合体育館（画像：217KB）,NA,O,O,O,O,X,0,E3720100173111,高松,2022/9/16
2438,高松,牟礼中央公園運動センター（画像：211KB）,NA,O,O,O,O,O,0,E3720100165111,高松,2022/9/16
2439,高松,牟礼中学校（画像：217KB）,NA,O,O,O,O,O,0,E3720100177111,高松,2022/9/16
