df2_No,df2_地区名,df2_施設名,df2_住所,df2_地震,df2_津波,df2_高潮,df2_洪水,df2_土砂,df2_z,共通ID,市町村,更新日
494,宇和島,黒川集会所,,○,○,NA,○,×,0,E3820300096111,宇和島市,2021/11/29
495,宇和島,音地集会所,,○,○,NA,○,×,0,E3820300076111,宇和島市,2021/11/29
496,宇和島,告森消防詰所,,×,○,NA,○,×,0,E3820300077111,宇和島市,2021/11/29
497,宇和島,岩松公民館,,○,×,NA,×,○,0,E3820300157111,宇和島市,2021/11/29
498,宇和島,勤労者体育センター,,○,×,NA,×,○,0,E3820300164111,宇和島市,2021/11/29
499,宇和島,岩松小学校,,○,×,NA,×,○,0,E3820300155111,宇和島市,2021/11/29
500,宇和島,津島中学校,,○,×,NA,×,○,0,E3820300165111,宇和島市,2021/11/29
501,宇和島,宇和島東高等学校津島分校,,○,○,NA,△,△,0,E3820300163111,宇和島市,2021/11/29
502,宇和島,下谷集会所,,×,○,NA,○,○,0,E3820300162111,宇和島市,2021/11/29
503,宇和島,白鷺集会所,,○,×,NA,○,○,0,E3820300160111,宇和島市,2021/11/29
504,宇和島,清満公民館,,○,○,NA,×,△,0,E3820300159111,宇和島市,2021/11/29
505,宇和島,清満小学校,,○,○,NA,×,△,0,E3820300158111,宇和島市,2021/11/29
506,宇和島,御槇休養村管理センター（御槇公民館）,,×,○,NA,○,△,0,E3820300161111,宇和島市,2021/11/29
507,宇和島,御槇小学校,,○,○,NA,○,△,0,E3820300178111,宇和島市,2021/11/29
508,宇和島,上槙集会所,,○,○,NA,○,○,0,E3820300154111,宇和島市,2021/11/29
509,宇和島,畑地コミュニティーセンター（畑地公民館）,,○,○,NA,△,△,0,E3820300167111,宇和島市,2021/11/29
510,宇和島,畑地小学校,,○,○,NA,△,○,0,E3820300169111,宇和島市,2021/11/29
511,宇和島,三島集会所,,○,○,NA,○,△,0,E3820300168111,宇和島市,2021/11/29
512,宇和島,下灘公民館,,○,×,NA,○,△,0,E3820300179111,宇和島市,2021/11/29
513,宇和島,下灘小学校,,○,×,NA,○,△,0,E3820300181111,宇和島市,2021/11/29
514,宇和島,旧曽根小学校,,○,×,NA,○,△,0,E3820300180111,宇和島市,2021/11/29
515,宇和島,旧浦知小学校,,○,×,NA,○,△,0,E3820300151111,宇和島市,2021/11/29
516,宇和島,浦知集会所,,×,×,NA,○,○,0,E3820300152111,宇和島市,2021/11/29
517,宇和島,旧由良小学校,,○,×,NA,○,△,0,E3820300171111,宇和島市,2021/11/29
518,宇和島,旧由良小学校平井分校,,○,×,NA,○,△,0,E3820300173111,宇和島市,2021/11/29
519,宇和島,旧由良小学校須下分校,,○,×,NA,○,△,0,E3820300170111,宇和島市,2021/11/29
520,宇和島,竹ヶ島小学校,,○,×,NA,○,△,0,E3820300221111,宇和島市,2021/11/29
521,宇和島,北灘公民館,,○,×,NA,○,△,0,E3820300225111,宇和島市,2021/11/29
522,宇和島,北灘小学校,,○,×,NA,○,△,0,E3820300174111,宇和島市,2021/11/29
523,宇和島,木浦松集会所,,×,×,NA,○,○,0,E3820300175111,宇和島市,2021/11/29
524,宇和島,旧南部小学校,,○,×,NA,○,△,0,E3820300177111,宇和島市,2021/11/29
